user_input,retrieved_contexts,response,reference,answer_correctness,answer_relevancy,question_id,_pred_letter,_gold_letter,_is_correct,_has_context
A 45-year-old woman undergoes endoscopic retrograde cholangiopancreatography (ERCP) for evaluation of suspected biliary strictures. The ERCP identifies 2 ducts in the pancreas (a small ventral duct and a larger dorsal duct). A diagnosis of a congenital pancreatic anomaly is made. Which of the following statements best describes this anomaly?,[''],It is a rare congenital anomaly of the pancreas,Magnetic resonance cholangiopancreatography (MRCP) scanning of the abdomen is the most sensitive non-invasive diagnostic technique for this condition,0.14894620211046017,0.7735769729184881,golden_012,A,C,False,False
"A 56-year-old woman presents to her primary care physician for dizziness. She says that her symptoms began approximately 1 month prior to presentation and are associated with nausea and ringing of the ears. She describes her dizziness as a spinning sensation that has a start and end and lasts approximately 25 minutes. This dizziness is severe enough that she cannot walk or stand. Her symptoms are fluctuating, and she denies any tunnel vision or feelings of fainting. However, she has abruptly fallen to the ground in the past and denied losing consciousness. Medical history is significant for a migraine with aura treated with zolmitriptan, type 2 diabetes managed with metformin, and hypertension managed with lisinopril. Her blood pressure is 125/75 mmHg, pulse is 88/min, and respirations are 16/min. On physical exam, when words are whispered into her right ear, she is unable to repeat the whispered words aloud; however, this is normal in the left ear. Air conduction is greater than bone conduction with Rinne testing, and the sound of the tuning fork is loudest in the left ear on Weber testing. Which of the following is most likely the diagnosis?",[''],Meniere disease,Meniere disease,1.0,0.7056978593974801,golden_013,B,B,True,False
"A 67-year-old man presents to the emergency department with abdominal pain that started 1 hour ago. The patient has a past medical history of diabetes and hypertension as well as a 40 pack-year smoking history. His blood pressure is 107/58 mmHg, pulse is 130/min, respirations are 23/min, and oxygen saturation is 98% on room air. An abdominal ultrasound demonstrates focal dilation of the aorta with peri-aortic fluid. Which of the following is the best next step in management?",[''],Emergent surgical intervention,Emergent surgical intervention,1.0,0.6113374602567033,golden_014,C,C,True,False
"A 69-year-old man presents to his primary care physician for trouble sleeping. The patient states that he recently retired from working the day shift at a cemetery. When the patient retired, his goal was to finally be able to go out with his wife; however, he finds that he is unable to stay awake past 6 pm in the evening. His inability to stay awake has been straining his marriage as his wife is disappointed that they cannot do any activities in the evening together. The patient has tried drinking caffeine but finds that it does not help. The patient’s wife claims that the patient seems to sleep peacefully, and the patient states he feels rested when he awakes. The patient has a past medical history of irritable bowel syndrome which is managed with fiber supplements. The patient’s neurological exam is within normal limits. Which of the following is the most likely diagnosis?",[''],Advanced sleep phase disorder,Advanced sleep phase disorder,0.9318181818181819,0.6066544981988018,golden_016,B,B,True,False
"A 6-year-old boy is brought to the emergency department due to a severe infection. Laboratory work shows leukocytosis of 60 × 109/L with marked left shift, but no blast cells. The patient is febrile and dehydrated. The physician believes that this is a severe reaction to the infection and orders a leukocyte alkaline phosphatase (LAP) stain on a peripheral smear. The LAP score is elevated. Which of the following statements best describes an additional characteristic of the condition this child is suffering from?",[''],"A blood count will contain band forms, metamyelocytes, and myelocytes.","A blood count will contain band forms, metamyelocytes, and myelocytes.",1.0,0.5916367811787526,golden_018,B,B,True,False
"A 23-year-old woman is referred to a genetic counselor. She is feeling well but is concerned because her brother was recently diagnosed with hereditary hemochromatosis. All first-degree relatives were encouraged to undergo genetic screening for any mutations associated with the disease. Today, she denies fever, chills, joint pain, or skin hyperpigmentation. Her temperature is 37.0°C (98.6°F), pulse is 85/min, respirations are 16/min, and blood pressure is 123/78 mm Hg. Her physical examination is normal. Her serum iron, hemoglobin, ferritin, and AST and ALT concentrations are normal. Gene screening will involve a blood specimen. Which of the following genes would suggest hereditary hemochromatosis?",[''],HFE gene,HFE gene,1.0,0.7516597009883196,golden_019,D,D,True,False
"A 59-year-old man presents to the emergency department with abdominal pain. He states that it seemed to come on abruptly, though he does endorse feeling pain the past several days. He has been experiencing bloody diarrhea as well as a subjective fever. His past medical history is notable for an ST elevation myocardial infarction (STEMI) treated 1 year ago, an abdominal aortic aneurysm (AAA) treated 1 week ago, chronic obstructive pulmonary disease (COPD), asthma, obesity, hypertension, stroke treated 5 years ago, an atrial arrhythmia, diabetes, constipation, and post-traumatic stress disorder (PTSD). His temperature is 102.0°F (39°C), blood pressure is 197/128 mmHg, pulse is 135/min, respirations are 22/min, and oxygen saturation is 92% on room air. On physical exam, you note an obese man in distress. Cardiopulmonary exam is notable for bilateral wheezes and a systolic murmur. There is bilateral lower extremity pitting edema and venous stasis ulcers. Abdominal exam reveals diffuse tenderness which the patient describes as 10/10 in severity. Laboratory values are ordered as seen below.

Hemoglobin: 14 g/dL
Hematocrit: 42%
Leukocyte count: 15,500/mm^3 with normal differential
Platelet count: 199,000/mm^3

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 4.4 mEq/L
HCO3-: 22 mEq/L
BUN: 32 mg/dL
Glucose: 189 mg/dL
Creatinine: 1.9 mg/dL
Ca2+: 10.2 mg/dL
Lactate: 4.5 mg/dL
AST: 12 U/L
ALT: 10 U/L

Which of the following is the most likely explanation for this patient's presentation?",[''],Abdominal aortic aneurysm repair complication,Abdominal aortic aneurysm repair complication,1.0,0.6329750594761522,golden_020,A,A,True,False
"A 67-year-old woman presents to her physician for a regular checkup. She is a community-dwelling, retired teacher without any smoking history. She has arterial hypertension and takes hydrochlorothiazide 12.5 mg and valsartan 80 mg daily. She was recently discharged from the hospital after admission for an ulnar fracture she received after a fall from the second step of a ladder in her garden. A year ago, she had a clavicular fracture from tripping over some large rocks in her yard. She does not report lightheadedness or fainting. Her medical history is also significant for an appendectomy 11 years ago. She is in menopause. She mostly consumes vegetables and dairy products. Her height is 163 cm (5 ft 4 in) and weight is 55 kg (123 lb). Her blood pressure is 130/80 mm Hg without orthostatic changes, heart rate is 73/min and regular, respiratory rate is 14/min, and temperature is 36.6°C (97.9°F). Her lungs are clear to auscultation. Cardiac auscultation reveals S2 accentuation over the aorta. The abdomen is mildly distended on palpation; there are no identifiable masses. The neurological examination is unremarkable. Considering the history and presentation, which of the following medications most likely will be prescribed to this patient after additional investigations?",[''],Denosumab,Cholecalciferol,0.47880957202354735,0.5662014682972489,golden_023,D,B,False,False
"A 46-year-old man is brought to the emergency department 15 minutes after being involved in a motor vehicle collision where he was the unrestrained driver. On arrival, he is unconscious. His respirations are 24/min, and palpable systolic blood pressure is 60 mm Hg, and pulse is 141/min and irregularly irregular. Examination shows multiple ecchymoses over the chest. There is a 3-cm (1.2-in) laceration over the abdomen and a 4-cm (1.6-in) laceration over the scalp. Jugular venous pressure is increased. Bilateral crackles are heard at the lung bases. Cardiac examination shows no murmurs, rubs, or gallops. The abdomen is soft. Two large bore intravenous catheters are inserted and 0.9% saline infusion is begun. Focused assessment with sonography in trauma (FAST) is negative. An electrocardiogram shows absent p-waves. After 5 minutes, his pulse is 160/min and palpable systolic blood pressure is 50 mm Hg. Vasopressors are administered. One hour later, the patient dies. Which of the following was the most likely diagnosis?",[''],Aortic dissection,Cardiac contusion,0.15035481768140113,0.6133076882018069,golden_025,C,A,False,False
"A 19-year-old man presents to the emergency department after 2 separate episodes of loss of consciousness. The first episode occurred 1 year ago while he was running in gym class. Witnesses reported clenching and shaking of both hands after he had fallen. On getting up quickly, he felt lightheaded, nauseated, and sweaty. He was given intravenous phenytoin because of concern that he may have had a seizure. His electroencephalogram was negative, and he was not started on long-term antiepileptics. One year later, a second episode of loss of consciousness occurred while playing dodgeball. He experienced a similar prodrome of lightheadedness and sweating. He has no history of seizures outside of these 2 episodes. Family history is non-contributory. He has a temperature of 37.0°C (98.6°F), a blood pressure of 110/72 mm Hg, and a pulse of 80/min. Physical examination is unremarkable. His 12-lead ECG shows normal sinus rhythm without any other abnormalities. Which of the following is the best next step in this patient?",[''],Head-up tilt-table test,Head-up tilt-table test,1.0,0.6143369045724317,golden_026,A,A,True,False
"A 5-week-old infant boy presents to the pediatrician with intermittent vomiting for the last 2 weeks. The mother reports that the vomiting is non-bilious and immediately follows feeding. After vomiting, the baby is hungry and wants to feed again. The frequency of vomiting has been increasing progressively over 2 weeks. The vital signs are within normal limits. The examination of the abdomen reveals the presence of a firm mass of approx. 2 cm in length, above and to the right of the umbilicus. The mass is movable, olive-shaped, and hard on palpation. Which of the following is the most likely surgical treatment for this infant’s condition?",[''],Pyloromyotomy,Pyloromyotomy,1.0,0.6990401594956005,golden_027,B,B,True,False
"A 32-year-old woman presents to the office complaining of pain, numbness, and discoloration of her fingers over the past 6 months. She notices that cold temperatures worsen these symptoms, turning the tip of her fingers white and sometimes blue. Her vital signs show her temperature is 37.5°C (99.5°F), blood pressure is 124/86 mm Hg, pulse is 80/min, and respirations are 10/min. On physical examination, the patient has a pale malar rash spread across her face with tender cervical and axillary lymphadenopathy. Examination of her hands reveal tenderness and shiny sclerodactyly. Antinuclear and anti-U1 ribonucleoprotein antibodies are positive. A diagnosis of mixed connective tissue disease is confirmed. What is the next best step in management?",[''],Echocardiogram,Echocardiogram,0.8928571428571428,0.5140742844501774,golden_029,A,A,True,False
"A 28-year-old woman who recently immigrated from Kenya presents with fatigue, shortness of breath, and palpitations for a few weeks. Review of systems is significant for a painful swollen knee. The patient is afebrile, and her vital signs are within normal limits. On physical examination, her voice seems hoarse, although her pharynx does not show signs of an inflammatory process. Cardiopulmonary auscultation is significant for a loud first heart sound with a split second heart sound and a mid-diastolic rumbling murmur with an opening snap best heard over the cardiac apex. Transthoracic echocardiography shows a calcified mitral valve with an opening area of 1.5 cm2 (normal: 3.0–3.5 cm2). The patient is recommended to have her mitral valve replaced because of the risk for complications such as atrial fibrillation which may lead to the formation of a life-threatening blood clot that can travel to other parts of the body. Which of the following organs is most likely to be spared in this patient?",[''],Lungs,Lungs,1.0,0.5592208287989887,golden_031,A,A,True,False
"A previously healthy 15-year-old girl is brought to the physician by her parents for lethargy, increased thirst, and urinary frequency for 10 days. She is 173 cm (5 ft 8 in) tall and weighs 54 kg (120 lb); BMI is 18 kg/m2. Physical examination shows no abnormalities. Her serum glucose concentration is 224 mg/dL. A urine dipstick is positive for ketone bodies. Which of the following is most likely involved in the pathogenesis of this patient's condition?",[''],T-cell infiltration of pancreatic islets,T-cell infiltration of pancreatic islets,,0.6315252729522042,golden_032,C,C,True,False
"A 65-year-old man presents with painless swelling of the neck over the past week. He also says he has been having intermittent fevers and severe night sweats which require a change of bed sheets the next day. His past medical history is significant for human immunodeficiency virus (HIV) diagnosed 10 years ago with which he admits to not always being compliant with his antiretroviral medication. The patient reports a 20-pack-year smoking history but no alcohol or recreational drug use. A review of systems is significant for a 6 kg (13.2 lb) unintentional weight loss over the past 2 months. The vital signs include: temperature 37.8℃ (100.0℉) and blood pressure 120/75 mm Hg. On physical examination, there are multiple non-tender swollen lymph nodes averaging 2 cm in diameter that is palpable in the anterior and posterior triangles of the neck bilaterally. Axillary and inguinal lymphadenopathy is present on the right side. A cardiopulmonary exam is unremarkable. The spleen size is 16 cm on percussion. Laboratory studies show the following:
Hemoglobin 9 g/dL
Mean corpuscular volume 88 μm3
Leukocyte count 18,000/mm3
Platelet count 130,000/mm3
    Serum creatinine 1.1 mg/dL
Serum lactate dehydrogenase 1,000 U/L
An excisional biopsy of a superficial axillary lymph node on the right is performed and a histopathologic analysis confirms the most likely diagnosis. Which of the following is the next best diagnostic step in the workup of this patient?",[''],Hepatitis C virus antibodies,Hepatitis C virus antibodies,1.0,0.5738479232473443,golden_034,B,B,True,False
A 57-year-old woman with non-small cell lung cancer comes to the physician 4 weeks after her tumor was resected. She takes no medications. The physician starts her on a treatment regimen that includes vinblastine. This treatment puts the patient at highest risk for which of the following?,[''],Invasive fungal infection,Invasive fungal infection,1.0,0.489726679101916,golden_035,D,D,True,False
"A goalkeeper of a famous soccer team gives an interview with a health agency regarding his childhood. He describes how when he was a child, he would constantly clear his throat in class and the teachers would write a note to his mother with advice to go see an ENT doctor. He complained of being restless, fidgety, and sometimes hyperactive in class, disrupting the environment and causing him many social problems. He would blurt out the answer at times and keep repeating it without any control, leading to some embarrassing timeouts. But he was always nice to his teachers, so he calls it a “benign frustration” rather than aggressively causing distress. He also talked about how his symptoms were dramatically improved with medication. Which of the following is an FDA approved drug for this patient’s most likely condition?",[''],Guanfacine,Haloperidol,0.5027111365306068,0.579312234019175,golden_036,B,C,False,False
"A 35-year-old man is brought to the trauma bay by ambulance after sustaining a gunshot wound to the right arm. The patient is in excruciating pain and states that he can’t move or feel his hand. The patient states that he has no other medical conditions. On exam, the patient’s temperature is 98.4°F (36.9°C), blood pressure is 140/86 mmHg, pulse is 112/min, and respirations are 14/min. The patient is alert and his Glasgow coma scale is 15. On exam, he has a single wound on his right forearm without continued bleeding. The patient has preserved motor and sensation in his right elbow; however, he is unable to extend his wrist or extend his fingers further. He is able to clench his hand, but this is limited by pain. On sensory exam, the patient has no sensation to the first dorsal web space but has preserved sensation on most of the volar surface. Which of the following is the most likely injured?",[''],Radial nerve,Radial nerve,0.8928571428571429,0.5669239453806242,golden_037,C,C,True,False
"A 55-year-old caucasian male is transferred to a tertiary care hospital from a small county hospital where he presented with jaundice and severe abdominal pain that radiates to the back. While in the county hospital, he did not develop fever, and his vital signs were stable for the 48 hours he spent at there. Initial laboratory tests are given below:
Total bilirubin 7 mg/dL
Direct bilirubin 6.4 mg/dL
AST 100
ALT 40
Alkaline phosphatase 480 IU/L
Glucose 160 mg/dL
The patient’s medical history is relevant for hypertension and diabetes mellitus. He admits to smoking cigarettes since his early teenage years. Moderate icterus is evident during physical examination, the abdomen is distended and dull to percussion, and there is periumbilical tenderness. Which of the following markers would you expect to be elevated in this patient?",[''],CA 19-9,CA 19-9,,0.6501334334961151,golden_039,D,D,True,False
"A 36-year-old African American woman G1P0 at 33 weeks gestation presents to the emergency department because ""her water broke."" Her prenatal history is remarkable for proteinuria in the absence of hypertension during her third trimester check-up. She denies any smoking, alcohol use, sick contacts, abdominal pain, fever, nausea, vomiting, or diarrhea. Her temperature is 98.6°F (37°C), blood pressure is 150/90 mmHg, pulse is 120/min, and respirations are 26/min. While the on-call obstetrician is on her way to the emergency department, the following labs are obtained:

Hemoglobin: 11 g/dL
Hematocrit: 35 %
Leukocyte count: 9,800/mm^3 with normal differential
Platelet count: 400,000/mm^3

Serum:
Na+: 137 mEq/L
Cl-: 99 mEq/L
K+: 3.9 mEq/L
HCO3-: 22 mEq/L
BUN: 35 mg/dL
Glucose: 128 mg/dL
Creatinine: 1.2 mg/dL

Urine:
Epithelial cells: Scant
Protein: 2+
Glucose: 1+
WBC: 2/hpf
Bacterial: None

What is the most likely finding in the neonate after delivery?",[''],Growth retardation,Growth retardation,,0.49481965947158396,golden_040,A,A,True,False
"A drug discovery team is conducting research to observe the characteristics of a novel drug under different experimental conditions. The drug is converted into the inactive metabolites by an action of an enzyme E. After multiple experiments, the team concludes that as compared to physiologic pH, the affinity of the enzyme E for the drug decreases markedly in acidic pH. Co-administration of an antioxidant A increases the value of Michaelis-Menten constant (Km) for the enzyme reaction, while co-administration of a drug B decreases the value of Km. Assume the metabolism of the novel drug follows Michaelis-Menten kinetics at the therapeutic dose, and that the effects of different factors on the metabolism of the drug are first-order linear. For which of the following conditions will the metabolism of the drug be the slowest?",[''],"Acidic pH, co-administration of antioxidant A, no administration of drug B","Acidic pH, co-administration of antioxidant A, no administration of drug B",0.9500000000000002,0.582581579931181,golden_041,B,B,True,False
"A home drug screening test kit is currently being developed. The cut-off level is initially set at 4 mg/uL, which is associated with a sensitivity of 92% and a specificity of 97%. How might the sensitivity and specificity of the test change if the cut-off level is changed to 2 mg/uL?",[''],"Sensitivity = 97%, specificity = 96%","Sensitivity = 97%, specificity = 96%",1.0,0.6804492204700457,golden_042,C,C,True,False
"A 37-year-old man presents with right lower extremity weakness and low back pain. The patient states that he has had chronic mild to moderate low back pain for several years, but, 3 days ago after lifting a box, the pain increased in intensity and spread to his right leg. He describes the pain as severe, electrical in character, and descending from his right gluteal region along his right posterior thigh and leg to his right lateral ankle and foot. The patient also says that he has been having difficulty walking due to stumbling over his right foot. His temperature is 37.0℃ (98.6℉), the blood pressure is 125/80 mm Hg, the pulse is 72/min, the respiratory rate is 16/min, and the oxygen saturation is 98% on room air. On physical examination, the patient is alert and cooperative. Musculoskeletal examination of the lower extremities shows the following results:
Functional Muscle Group/DTR Tested Right Side Left Side
               Strength
Hip extension 5/5 5/5
Hip abduction 4/5  5/5
Hip adduction  5/5  5/5
Hip flexion 5/5 5/5
Knee flexion 5/5 5/5
Knee extension 5/5 5/5
Foot plantar flexion 5/5 5/5
Foot dorsiflexion 4/5 5/5
Foot inversion 4/5 5/5
Foot eversion 4/5 5/5
Toe extension 3/5 5/5
              Reflexes
Knee 3+ 3+
Achilles 1+ 3+
Plantar 2+ 3+
               Sensory
Sensation Decreased on the lateral aspect of the lower leg and dorsum of the foot Normal over all the surface
Lassegue test Positive at 30 deg. Negative
Which of the following is the most likely mechanism giving rise to this patient’s condition?",[''],Protrusion of the L4/L5 intervertebral disk,Protrusion of the L4/L5 intervertebral disk,0.7000000000000002,0.6327165680381518,golden_044,A,A,True,False
"A 56-year-old woman presents to the ER with 12 hours of right colic pain that travels from her groin down her inner thigh. The patient complains of dysuria, hematuria, and reports of “passing gravel” when urinating. She was diagnosed with gout and hypertension 5 years ago. Physical examination is unremarkable. The emergency department team orders urinalysis and a CT scan that shows a mild dilation of the right ureter associated with multiple small stones of low Hounsfield unit values (HU). Which of the following findings is most likely to appear in the urinalysis of this patient?",[''],Acidic urine,Acidic urine,1.0,0.7227047343865968,golden_046,D,D,True,False
"A 47-year-old man presents to the emergency department due to a rash. He states the rash started last night and is very concerning to him. The patient cannot remember being exposed to any environmental stimuli such as new detergents or poison ivy. The patient recently started following with a primary care provider who is helping him manage his arthritis and a new onset cough. His temperature is 99.5°F (37.5°C), blood pressure is 127/68 mmHg, pulse is 125/min, respirations are 18/min, and oxygen saturation is 98% on room air. Physical exam is notable for the findings of coalescing erythematous macules, bullae, desquamation, and mucositis only on the upper half of his back. Cardiopulmonary exam and abdominal exam are within normal limits. Inspection of the patient’s oropharynx reveals ulcers and erythema. Which of the following is the most likely diagnosis?",[''],Steven-Johnson syndrome,Steven-Johnson syndrome,1.0,0.6282395954435098,golden_047,D,D,True,False
"A 28-year-old woman presents to the emergency department with fever and abdominal pain for the past several days. She says she feels like she has a slight fever. She denies nausea or vomiting. Physical examination shows pain in the right upper quadrant to deep palpation with rebound tenderness and guarding. A laparoscopy is performed which shows string-like, fibrous scar tissue in the perihepatic recesses. Which of the following is the most likely organism responsible for the patient's condition?",[''],Neisseria gonorrhoeae,Neisseria gonorrhoeae,1.0,0.5968001696183348,golden_049,D,D,True,False
"A 27-year-old man presents to the emergency department after he was assaulted and shot during a robbery. The patient was beaten with a baseball bat and has a bullet entry wound in his neck. He is currently complaining of diffuse pains but is able to speak. His voice sounds muffled, and he is requesting pain medications. An initial resuscitation is begun in the trauma bay. The patient's general appearance reveals ecchymosis throughout his body and minor scrapes and cuts, and possible multiple facial bone fractures. There is another bullet wound found in the left side of his back without an exit wound. Which of the following is the best next step in management?",[''],Orotracheal intubation,Orotracheal intubation,1.0,0.5952170680434178,golden_050,D,D,True,False
"A 58-year-old man presents with a high-grade fever, throbbing left-sided headache, vision loss, and left orbital pain. He says that his symptoms started acutely 2 days ago with painful left-sided mid-facial swelling and a rash, which progressively worsened. Today, he woke up with complete vision loss in his left eye. His past medical history is significant for type 2 diabetes mellitus, diagnosed 5 years ago. He was started on an oral hypoglycemic agent which he discontinued after a year. His temperature is 38.9°C (102.0°F), blood pressure is 120/80 mm Hg, pulse is 120/min, and respiratory rate is 20/min. On examination, there is purulent discharge from the left eye and swelling of the left half of his face including the orbit. Oral examination reveals extensive necrosis of the palate with a black necrotic eschar and purulent discharge. Ophthalmic examination is significant for left-sided ptosis, proptosis, and an absence of the pupillary light reflex. Laboratory findings are significant for a blood glucose level of 388 mg/dL and a white blood cell count of 19,000 cells/mm³. Urinary ketone bodies are positive. Fungal elements are found on a KOH mount of the discharge. Which of the following statements best describes the organism responsible for this patient’s condition?",[''],Histopathological examination shows non-septate branching hyphae,Histopathological examination shows non-septate branching hyphae,1.0,0.6163962620848212,golden_051,C,C,True,False
